"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_AC-17(1)","API for FHIR,App Configuration,App Platform,App Service,App Service,Cache,Cognitive Services,Compute,Container Registry,Cosmos DB,Data Factory,Event Grid,Event Grid,Event Hub,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Guest Configuration,Internet of Things,Key Vault,Machine Learning,Regulatory Compliance,Search,Search,Service Bus,SignalR,SQL,SQL,SQL,SQL,Storage,Storage,Storage,Synapse,VM Image Builder,Web PubSub","Azure API for FHIR should use private link,App Configuration should use private link,Azure Spring Cloud should use network injection,App Service apps should have remote debugging turned off,Function apps should have remote debugging turned off,Azure Cache for Redis should use private link,Cognitive Services should use private link,Disk access resources should use private link,Container registries should use private link,CosmosDB accounts should use private link,Azure Data Factory should use private link,Azure Event Grid domains should use private link,Azure Event Grid topics should use private link,Event Hub namespaces should use private link,Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities,Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity,Audit Linux machines that allow remote connections from accounts without passwords,Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs,Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs,IoT Hub device provisioning service instances should use private link,Azure Key Vaults should use private link,Azure Machine Learning workspaces should use private link,Monitor access across the organization,Azure Cognitive Search service should use a SKU that supports private link,Azure Cognitive Search services should use private link,Azure Service Bus namespaces should use private link,Azure SignalR Service should use private link,Private endpoint connections on Azure SQL Database should be enabled,Private endpoint should be enabled for MariaDB servers,Private endpoint should be enabled for MySQL servers,Private endpoint should be enabled for PostgreSQL servers,Azure File Sync should use private link,Storage accounts should restrict network access,Storage accounts should use private link,Azure Synapse workspaces should use private link,VM Image Builder templates should use private link,Azure Web PubSub Service should use private link","overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Disabled|Audit|Modify,overr:Disabled|Audit|Modify,overr:AuditIfNotExists|Disabled,overr:Disabled|AuditIfNotExists|DeployIfNotExists,overr:Disabled|AuditIfNotExists|DeployIfNotExists,overr:Audit|Disabled,param:Audit|Disabled,param:Audit|Disabled,overr:Manual|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled","Audit,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,modify,modify,AuditIfNotExists,deployIfNotExists,deployIfNotExists,Audit,Audit,Audit,Manual,Audit,Audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,Audit,Audit,Audit","1ee56206-5dd1-42ab-b02d-8aae8b1634ce,ca610c1d-041c-4332-9d88-7ed3094967c7,af35e2a4-ef96-44e7-a9ae-853dd97032c4,cb510bfd-1cba-4d9f-a230-cb0976f4bb71,0e60b895-3786-45da-8377-9c6b4b6ac5f9,7803067c-7d34-46e3-8c79-0ca68fc4036d,cddd188c-4b82-4c48-a19d-ddf74ee66a01,f39f5f49-4abf-44de-8c70-0756997bfb51,e8eef0a8-67cf-4eb4-9386-14b0e78733d4,58440f8a-10c5-4151-bdce-dfbaad4a20b7,8b0323be-cc25-4b61-935d-002c3798c6ea,9830b652-8523-49cc-b1b3-e17dce1127ca,4b90e17e-8448-49db-875e-bd83fb6f804f,b8564268-eb4a-4337-89be-a19db070c59d,3cf2ab00-13f1-4d0c-8971-2ac904541a7e,497dff13-db2a-4c0f-8603-28fa3b331ab6,ea53dbee-c6c9-4f0e-9f9e-de0039b78023,331e8ea8-378a-410f-a2e5-ae22f38bb0da,385f5831-96d4-41db-9a3c-cd3af78aaae6,df39c015-56a4-45de-b4a3-efe77bed320d,a6abeaec-4d90-4a02-805f-6b26c4d3fbe9,45e05259-1eb5-4f70-9574-baf73e9d219b,48c816c5-2190-61fc-8806-25d6f3df162f,a049bf77-880b-470f-ba6d-9f21c530cf83,0fda3595-9f2b-4592-8675-4231d6fa82fe,1c06e275-d63d-4540-b761-71f364c2111d,2393d2cf-a342-44cd-a2e2-fe0188fd1234,7698e800-9299-47a6-b3b6-5a0fee576eed,0a1302fb-a631-4106-9753-f3d494733990,7595c971-233d-4bcf-bd18-596129188c49,0564d078-92f5-4f97-8398-b9f58a51f70b,1d320205-c6a1-4ac6-873d-46224024e8e2,34c877ad-507e-4c82-993e-3452a6e0ad3c,6edd7eda-6dd8-40f7-810d-67160c639cd9,72d11df1-dd8a-41f7-8925-b05b960ebafc,2154edb9-244f-4741-9970-660785bccdaa,eb907f70-7514-460d-92b3-a5ae93b4f917"
"NIST_SP_800-53_R5_AC-17(2)","Regulatory Compliance,Regulatory Compliance","Notify users of system logon or access,Protect data in transit using encryption","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","fe2dff43-0a8c-95df-0432-cb1c794b17d0,b11697e8-9515-16f1-7a35-477d5c8a1344"
"NIST_SP_800-53_R5_AC-17(3)","Regulatory Compliance","Route traffic through managed network access points","overr:Manual|Disabled","Manual","bab9ef1d-a16d-421a-822d-3fa94e808156"
"NIST_SP_800-53_R5_AC-17(4)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Authorize remote access,Authorize remote access to privileged commands,Document remote access guidelines,Implement controls to secure alternate work sites,Provide privacy training","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","dad8a2e9-6f27-4fc2-8933-7e99fe700c9c,01c387ea-383d-4ca9-295a-977fab516b03,3d492600-27ba-62cc-a1c3-66eb919f6a0d,cd36eeec-67e7-205a-4b64-dbfe3b4e3e4e,518eafdd-08e5-37a9-795b-15a8d798056d"
"NIST_SP_800-53_R5_AC-17(9)","Regulatory Compliance","Provide capability to disconnect or disable remote access","overr:Manual|Disabled","Manual","4edaca8c-0912-1ac5-9eaa-6a1057740fae"
"NIST_SP_800-53_R5_AC-18","Regulatory Compliance,Regulatory Compliance","Document and implement wireless access guidelines,Protect wireless access","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","04b3e7f6-4841-888d-4799-cda19a0084f6,d42a8f69-a193-6cbc-48b9-04a9e29961f1"
"NIST_SP_800-53_R5_AC-18(1)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Document and implement wireless access guidelines,Identify and authenticate network devices,Protect wireless access","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","04b3e7f6-4841-888d-4799-cda19a0084f6,ae5345d5-8dab-086a-7290-db43a3272198,d42a8f69-a193-6cbc-48b9-04a9e29961f1"
"NIST_SP_800-53_R5_AC-19","Regulatory Compliance","Define mobile device requirements","overr:Manual|Disabled","Manual","9ca3a3ea-3a1f-8ba0-31a8-6aed0fe1a7a4"
"NIST_SP_800-53_R5_AC-19(5)","Regulatory Compliance,Regulatory Compliance","Define mobile device requirements,Protect data in transit using encryption","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","9ca3a3ea-3a1f-8ba0-31a8-6aed0fe1a7a4,b11697e8-9515-16f1-7a35-477d5c8a1344"
"NIST_SP_800-53_R5_AC-2","App Service,App Service,Cognitive Services,General,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Service Fabric,SQL","App Service apps should use managed identity,Function apps should use managed identity,Azure AI Services resources should have key access disabled (disable local authentication),Audit usage of custom RBAC roles,Assign account managers,Audit user account status,Define and enforce conditions for shared and group accounts,Define information system account types,Document access privileges,Establish conditions for role membership,Monitor account activity,Notify Account Managers of customer controlled accounts,Reissue authenticators for changed groups and accounts,Require approval for account creation,Restrict access to privileged accounts,Review account provisioning logs,Review user accounts,A maximum of 3 owners should be designated for your subscription,Blocked accounts with owner permissions on Azure resources should be removed,Blocked accounts with read and write permissions on Azure resources should be removed,Guest accounts with owner permissions on Azure resources should be removed,Guest accounts with read permissions on Azure resources should be removed,Guest accounts with write permissions on Azure resources should be removed,Service Fabric clusters should only use Azure Active Directory for client authentication,An Azure Active Directory administrator should be provisioned for SQL servers","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,Audit,Audit,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists","2b9ad585-36bc-4615-b300-fd4435808332,0da106f2-4ca3-48e8-bc85-c638fe6aea8f,71ef260a-8f18-47b7-abcb-62d0673d94dc,a451c1ef-c6ca-483d-87ed-f49761e3ffb5,4c6df5ff-4ef2-4f17-a516-0da9189c603b,49c23d9b-02b0-0e42-4f94-e8cef1b8381b,f7eb1d0b-6d4f-2d59-1591-7563e11a9313,623b5f0a-8cbd-03a6-4892-201d27302f0c,a08b18c7-9e0a-89f1-3696-d80902196719,97cfd944-6f0c-7db2-3796-8e890ef70819,7b28ba4f-0a87-46ac-62e1-46b7c09202a8,4b8fd5da-609b-33bf-9724-1c946285a14c,2f204e72-1896-3bf8-75c9-9128b8683a36,de770ba6-50dd-a316-2932-e0d972eaa734,873895e8-0e3a-6492-42e9-22cd030e9fcd,a830fe9e-08c9-a4fb-420c-6f6bf1702395,79f081c7-1634-01a1-708e-376197999289,4f11b553-d42e-4e3a-89be-32ca364cad4c,0cfea604-3201-4e14-88fc-fae4c427a6c5,8d7e1fde-fe26-4b5f-8108-f8e432cbc2be,339353f6-2387-4a45-abe4-7f529d121046,e9ac8f8e-ce22-4355-8f04-99b911d6be52,94e1c2ac-cbbe-4cac-a2b5-389c812dee87,b54ed75b-3e1a-44ac-a333-05ba39b99ff0,1f314764-cb73-4fc9-b863-8eca98ac36e9"
"NIST_SP_800-53_R5_AC-2(1)","Cognitive Services,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Service Fabric,SQL","Azure AI Services resources should have key access disabled (disable local authentication),Automate account management,Manage system and admin accounts,Monitor access across the organization,Notify when account is not needed,Service Fabric clusters should only use Azure Active Directory for client authentication,An Azure Active Directory administrator should be provisioned for SQL servers","param:Disabled|Deny|Audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled","Audit,Manual,Manual,Manual,Manual,Audit,AuditIfNotExists","71ef260a-8f18-47b7-abcb-62d0673d94dc,2cc9c165-46bd-9762-5739-d2aae5ba90a1,34d38ea7-6754-1838-7031-d7fd07099821,48c816c5-2190-61fc-8806-25d6f3df162f,8489ff90-8d29-61df-2d84-f9ab0f4c5e84,b54ed75b-3e1a-44ac-a333-05ba39b99ff0,1f314764-cb73-4fc9-b863-8eca98ac36e9"
"NIST_SP_800-53_R5_AC-2(11)","Regulatory Compliance","Enforce appropriate usage of all accounts","overr:Manual|Disabled","Manual","fd81a1b3-2d7a-107c-507e-29b87d040c19"
"NIST_SP_800-53_R5_AC-2(12)","Kubernetes,Regulatory Compliance,Regulatory Compliance,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,SQL","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Monitor account activity,Report atypical behavior of user accounts,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Management ports of virtual machines should be protected with just-in-time network access control,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","overr:AuditIfNotExists|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,Manual,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","8dfab9c4-fe7b-49ad-85e4-1e9be085358f,7b28ba4f-0a87-46ac-62e1-46b7c09202a8,e4054c0e-1184-09e6-4c5e-701e0bc90f81,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,b0f33259-77d7-4c9e-aac6-3aabcfae693c,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9"
"NIST_SP_800-53_R5_AC-2(13)","Regulatory Compliance","Disable user accounts posing a significant risk","overr:Manual|Disabled","Manual","22c16ae4-19d0-29cb-422f-cb44061180ee"
"NIST_SP_800-53_R5_AC-2(3)","Regulatory Compliance,Regulatory Compliance","Disable authenticators upon termination,Revoke privileged roles as appropriate","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","d9d48ffb-0d8c-0bd5-5f31-5a5826d19f10,32f22cfa-770b-057c-965b-450898425519"
"NIST_SP_800-53_R5_AC-2(4)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Audit user account status,Automate account management,Manage system and admin accounts,Monitor access across the organization,Notify when account is not needed","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","49c23d9b-02b0-0e42-4f94-e8cef1b8381b,2cc9c165-46bd-9762-5739-d2aae5ba90a1,34d38ea7-6754-1838-7031-d7fd07099821,48c816c5-2190-61fc-8806-25d6f3df162f,8489ff90-8d29-61df-2d84-f9ab0f4c5e84"
"NIST_SP_800-53_R5_AC-2(5)","Regulatory Compliance","Define and enforce inactivity log policy","overr:Manual|Disabled","Manual","2af4640d-11a6-a64b-5ceb-a468f4341c0c"
"NIST_SP_800-53_R5_AC-2(7)","Cognitive Services,General,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Service Fabric,SQL","Azure AI Services resources should have key access disabled (disable local authentication),Audit usage of custom RBAC roles,Audit privileged functions,Monitor account activity,Monitor privileged role assignment,Restrict access to privileged accounts,Revoke privileged roles as appropriate,Use privileged identity management,Service Fabric clusters should only use Azure Active Directory for client authentication,An Azure Active Directory administrator should be provisioned for SQL servers","param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled","Audit,Audit,Manual,Manual,Manual,Manual,Manual,Manual,Audit,AuditIfNotExists","71ef260a-8f18-47b7-abcb-62d0673d94dc,a451c1ef-c6ca-483d-87ed-f49761e3ffb5,f26af0b1-65b6-689a-a03f-352ad2d00f98,7b28ba4f-0a87-46ac-62e1-46b7c09202a8,ed87d27a-9abf-7c71-714c-61d881889da4,873895e8-0e3a-6492-42e9-22cd030e9fcd,32f22cfa-770b-057c-965b-450898425519,e714b481-8fac-64a2-14a9-6f079b2501a4,b54ed75b-3e1a-44ac-a333-05ba39b99ff0,1f314764-cb73-4fc9-b863-8eca98ac36e9"
"NIST_SP_800-53_R5_AC-2(9)","Regulatory Compliance","Define and enforce conditions for shared and group accounts","overr:Manual|Disabled","Manual","f7eb1d0b-6d4f-2d59-1591-7563e11a9313"
"NIST_SP_800-53_R5_AC-20","Regulatory Compliance,Regulatory Compliance","Establish terms and conditions for accessing resources,Establish terms and conditions for processing resources","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","3c93dba1-84fd-57de-33c7-ef0400a08134,5715bf33-a5bd-1084-4e19-bc3c83ec1c35"
"NIST_SP_800-53_R5_AC-20(1)","Regulatory Compliance","Verify security controls for external information systems","overr:Manual|Disabled","Manual","dc7ec756-221c-33c8-0afe-c48e10e42321"
"NIST_SP_800-53_R5_AC-20(2)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Block untrusted and unsigned processes that run from USB,Control use of portable storage devices,Implement controls to secure all media","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","3d399cf3-8fc6-0efc-6ab0-1412f1198517,36b74844-4a99-4c80-1800-b18a516d1585,e435f7e3-0dd9-58c9-451f-9b44b96c0232"
"NIST_SP_800-53_R5_AC-21","Regulatory Compliance,Regulatory Compliance","Automate information sharing decisions,Facilitate information sharing","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","e54901fe-42c2-7f3b-3c5f-327aa5320a69,a44c9fba-43f8-4b7b-7ee6-db52c96b4366"
"NIST_SP_800-53_R5_AC-22","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Designate authorized personnel to post publicly accessible information,Review content prior to posting publicly accessible information,Review publicly accessible content for nonpublic information,Train personnel on disclosure of nonpublic information","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","b4512986-80f5-1656-0c58-08866bd2673a,9e3c505e-7aeb-2096-3417-b132242731fc,b5244f81-6cab-3188-2412-179162294996,97f0d974-1486-01e2-2088-b888f46c0589"
